time,weather_code,temperature_2m_max,temperature_2m_min,sunrise,sunset,sunshine_duration,precipitation_hours
2023-10-17,3,10.5,2.6,2023-10-17T05:35,2023-10-17T16:08,13429.12,0.0
2023-10-18,3,11.8,0.2,2023-10-18T05:36,2023-10-18T16:06,32901.87,0.0
2023-10-19,53,8.4,6.4,2023-10-19T05:38,2023-10-19T16:03,0.00,15.0
2023-10-20,55,7.3,5.2,2023-10-20T05:40,2023-10-20T16:01,0.00,18.0
2023-10-21,3,17.3,6.1,2023-10-21T05:42,2023-10-21T15:59,31130.57,0.0
2023-10-22,55,15.9,8.7,2023-10-22T05:44,2023-10-22T15:57,29660.60,2.0
2023-10-23,51,14.9,8.2,2023-10-23T05:45,2023-10-23T15:55,28795.94,2.0
2023-10-24,61,14.2,10.0,2023-10-24T05:47,2023-10-24T15:53,0.00,10.0
2023-10-25,51,13.5,9.1,2023-10-25T05:49,2023-10-25T15:51,23310.83,1.0
2023-10-26,61,11.4,8.4,2023-10-26T05:51,2023-10-26T15:49,0.00,10.0
2023-10-27,61,11.0,8.6,2023-10-27T05:53,2023-10-27T15:47,0.00,13.0
2023-10-28,53,12.0,8.6,2023-10-28T05:54,2023-10-28T15:45,4475.84,13.0
2023-10-29,61,16.2,8.4,2023-10-29T05:56,2023-10-29T15:43,4383.84,11.0
2023-10-30,3,15.4,11.2,2023-10-30T05:58,2023-10-30T15:41,12570.26,0.0
2023-10-31,53,12.9,7.9,2023-10-31T06:00,2023-10-31T15:39,13507.52,12.0
2023-11-01,51,14.5,6.5,2023-11-01T06:02,2023-11-01T15:37,22065.50,2.0
2023-11-02,53,14.0,8.4,2023-11-02T06:04,2023-11-02T15:35,15044.85,6.0
2023-11-03,3,11.1,7.9,2023-11-03T06:06,2023-11-03T15:33,5913.43,0.0
2023-11-04,53,11.2,6.7,2023-11-04T06:07,2023-11-04T15:32,26681.19,3.0
2023-11-05,63,12.4,8.1,2023-11-05T06:09,2023-11-05T15:30,11511.23,11.0
2023-11-06,61,12.6,8.5,2023-11-06T06:11,2023-11-06T15:28,27305.74,4.0
2023-11-07,3,11.9,6.7,2023-11-07T06:13,2023-11-07T15:26,27168.48,0.0
2023-11-08,61,10.8,6.0,2023-11-08T06:15,2023-11-08T15:24,13819.63,2.0
2023-11-09,51,11.7,6.1,2023-11-09T06:17,2023-11-09T15:23,9377.21,2.0
2023-11-10,51,10.8,4.6,2023-11-10T06:18,2023-11-10T15:21,24517.97,2.0
2023-11-11,51,9.1,3.2,2023-11-11T06:20,2023-11-11T15:19,25054.09,3.0
2023-11-12,53,7.9,3.6,2023-11-12T06:22,2023-11-12T15:18,10557.90,5.0
2023-11-13,61,9.9,1.7,2023-11-13T06:24,2023-11-13T15:16,25730.48,5.0
2023-11-14,51,12.7,8.9,2023-11-14T06:26,2023-11-14T15:15,20131.21,7.0
2023-11-15,53,9.4,4.7,2023-11-15T06:27,2023-11-15T15:13,0.00,7.0
2023-11-16,53,8.6,1.8,2023-11-16T06:29,2023-11-16T15:12,19934.80,5.0
2023-11-17,3,5.8,1.1,2023-11-17T06:31,2023-11-17T15:11,0.00,0.0
2023-11-18,51,6.3,1.8,2023-11-18T06:33,2023-11-18T15:09,22235.04,2.0
2023-11-19,73,11.6,3.8,2023-11-19T06:34,2023-11-19T15:08,17728.78,17.0
2023-11-20,63,11.0,8.2,2023-11-20T06:36,2023-11-20T15:07,6281.70,21.0
2023-11-21,71,8.1,-0.6,2023-11-21T06:38,2023-11-21T15:06,0.00,3.0
2023-11-22,3,0.8,-4.1,2023-11-22T06:39,2023-11-22T15:04,20687.63,0.0
2023-11-23,71,10.8,1.3,2023-11-23T06:41,2023-11-23T15:03,0.00,10.0
2023-11-24,75,6.6,0.7,2023-11-24T06:43,2023-11-24T15:02,18451.93,7.0
2023-11-25,73,3.0,-0.8,2023-11-25T06:44,2023-11-25T15:01,16282.92,2.0
2023-11-26,3,0.9,-3.0,2023-11-26T06:46,2023-11-26T15:00,23473.12,0.0
2023-11-27,73,1.7,-2.5,2023-11-27T06:48,2023-11-27T14:59,0.00,11.0
2023-11-28,73,0.2,-5.5,2023-11-28T06:49,2023-11-28T14:58,8078.87,9.0
2023-11-29,73,0.8,-3.6,2023-11-29T06:51,2023-11-29T14:57,3600.00,15.0
2023-11-30,3,-1.1,-7.9,2023-11-30T06:52,2023-11-30T14:57,22843.74,0.0
2023-12-01,3,-2.8,-7.7,2023-12-01T06:54,2023-12-01T14:56,21045.09,0.0
2023-12-02,3,-1.7,-4.6,2023-12-02T06:55,2023-12-02T14:55,259.69,0.0
2023-12-03,3,-0.9,-5.5,2023-12-03T06:56,2023-12-03T14:55,18387.71,0.0
2023-12-04,3,-0.8,-5.1,2023-12-04T06:58,2023-12-04T14:54,436.39,0.0
2023-12-05,71,-0.3,-3.5,2023-12-05T06:59,2023-12-05T14:53,0.00,7.0
2023-12-06,71,0.6,-0.7,2023-12-06T07:00,2023-12-06T14:53,0.00,11.0
2023-12-07,3,1.1,-0.9,2023-12-07T07:02,2023-12-07T14:53,0.00,0.0
2023-12-08,73,1.4,-0.8,2023-12-08T07:03,2023-12-08T14:52,7272.26,4.0
2023-12-09,53,4.7,0.8,2023-12-09T07:04,2023-12-09T14:52,14355.55,4.0
2023-12-10,71,7.1,1.2,2023-12-10T07:05,2023-12-10T14:52,2234.91,16.0
2023-12-11,63,8.5,5.3,2023-12-11T07:06,2023-12-11T14:52,6548.16,16.0
2023-12-12,51,6.7,2.9,2023-12-12T07:07,2023-12-12T14:52,8744.88,8.0
2023-12-13,61,5.0,3.0,2023-12-13T07:08,2023-12-13T14:52,0.00,15.0
2023-12-14,53,3.6,1.3,2023-12-14T07:09,2023-12-14T14:52,0.00,4.0
2023-12-15,51,5.9,-0.2,2023-12-15T07:10,2023-12-15T14:52,0.00,3.0
2023-12-16,51,7.8,5.0,2023-12-16T07:11,2023-12-16T14:52,14835.17,1.0
2023-12-17,NaN,NaN,NaN,2023-12-17T07:12,2023-12-17T14:52,NaN,0.0
2023-12-18,NaN,NaN,NaN,2023-12-18T07:12,2023-12-18T14:52,NaN,0.0
